ILUC,1249989.812,1015874.370,872.237,ILUC
rp_0,1236777.531,1019598.372,710.281,
rp_1,1236777.553,1019600.252,710.282,
rp_2,1236774.729,1019600.416,710.349,
rp_3,1236774.660,1019598.611,710.375,
rp_4,1236776.029,1019599.253,710.356,
rp_5,1236784.322,1019359.459,707.967,
rp_6,1236785.944,1019605.068,710.036,
rp_7,1236785.324,1019611.835,711.370,
